   2.5394590350205910e+01	   1.5792755960234290e+00	
   2.9377434614702089e+01	   5.2982832304455196e-01	
   3.2946716549198968e+01	   7.4351951879835454e-02	
   3.5958224905873820e+01	  -3.9129763869576184e-01	
   3.7627328238263374e+01	  -4.4202939746171932e-01	
   3.7615803415140149e+01	  -1.2401585773933270e-01	
   3.5268368140643489e+01	   1.9862634215410853e+00	
   3.3967504408617621e+01	   6.9917214824645377e+00	
   3.4340745932343815e+01	   1.2088270088955685e+01	
   3.4644268801574661e+01	   1.4760111803205808e+01	
   3.3752160092917187e+01	   1.6566545309380849e+01	
   3.1952184942517373e+01	   1.8772104535673307e+01	
   3.0023445722552680e+01	   2.1987534864427744e+01	
   2.8452341831284105e+01	   2.5181149457301164e+01	
   2.5231831886062231e+01	   2.7221257918451197e+01	
   2.0556539248444135e+01	   2.8570511236699172e+01	
   1.4572632702047013e+01	   2.9880898221760003e+01	
   7.5427101281554982e+00	   3.0985086940688468e+01	
   2.7287707642180594e+00	   3.1118404941938799e+01	
  -2.4776288383851108e+00	   2.9963443885137071e+01	
  -8.0550383055932500e+00	   2.8384343003397284e+01	
  -1.3362811755552951e+01	   2.6464202948103640e+01	
  -1.8537335344407360e+01	   2.4696693986630208e+01	
  -2.3734497201486345e+01	   2.2730396719191127e+01	
  -2.7114149270503077e+01	   2.0896729525610102e+01	
  -2.9648542686490156e+01	   1.9300245569060991e+01	
  -3.3679619023197212e+01	   1.6193648387117364e+01	
  -3.5574779657542678e+01	   1.3825831663324209e+01	
  -3.7409407979329657e+01	   1.0719205537461105e+01	
  -3.8741055471832524e+01	   7.6546766687167125e+00	
  -4.0483161040086387e+01	   3.4460647464871508e-01	
  -4.1199139264669768e+01	  -8.6236806761162974e+00	
  -4.0246282115479673e+01	  -1.4967022753976233e+01	
  -3.7323034044756710e+01	  -1.9676776380873452e+01	
  -3.5470748893613276e+01	  -2.1364359026743891e+01	
  -3.1225221981882292e+01	  -2.1321860788849790e+01	
  -2.5178825554396091e+01	  -2.1333756816365085e+01	
  -1.9205557187447944e+01	  -2.2778467712533534e+01	
  -1.5487650585100175e+01	  -2.4021545655524484e+01	
  -1.0521670989008571e+01	  -2.4617306467731137e+01	
  -5.1153646780611428e+00	  -2.4231407697051409e+01	
   1.0096723854811116e+00	  -2.3270123353418327e+01	
   7.4088860820221827e+00	  -2.2470562457908517e+01	
   1.3008106478598588e+01	  -2.1839879403809395e+01	
   1.6694054720481194e+01	  -2.1294686668466035e+01	
   1.9920423325333704e+01	  -2.0097622148982193e+01	
   2.2719040568650193e+01	  -1.7919074922040004e+01	
   2.5685136123298776e+01	  -1.4250922819092603e+01	
   2.7627989308145345e+01	  -1.0519825105360059e+01	
   2.9135250921238899e+01	  -7.0163854306140063e+00	
   3.0397912597000705e+01	  -4.3435836016984295e+00	
   3.1219831580153414e+01	  -1.3578495722498172e+00	
   2.9957416200007241e+01	   1.9270096935236349e+00	
   2.7792345845957392e+01	   3.7121768952113223e+00	
   2.6413770617705161e+01	   3.9514575649036319e+00	
   2.5013581900422093e+01	   3.9271660023291055e+00	
   2.2700467808302864e+01	   3.5041321515934563e+00	
   1.8287350538587361e+01	   2.7046512073166689e+00	
   1.2673094487241936e+01	   2.7082087714269298e+00	
   7.9783167056108866e+00	   2.8968238655163341e+00	
   4.5445342362560996e+00	   2.4965687836571249e+00	
   1.6626332240770529e+00	   1.5989369148313066e+00	
   1.2641793808156878e+00	   1.0350184786989196e+00	
   2.2593592454439496e-01	  -8.5190643803327970e-01	
  -9.0372657909721002e-02	  -1.4223394268150444e+00	
  -2.2669954876407558e-01	  -1.4337357495711527e+00	
  -2.4099729301219899e-01	  -1.3195803414457044e+00	
  -2.4410951890124116e-01	  -1.3467856511062646e+00	
  -2.0438933263090941e-01	  -1.3788442111029495e+00	
   7.7949944833520133e-03	  -1.3069029346730925e+00	
   4.6520814375768361e-02	  -1.2509039146036607e+00	
